id.outcome,outcome,exposure,method,nsnp,b,se,pval,lo_ci,up_ci,or,or_lci95,or_uci95,fdr,gene
ieu-b-85,Prostate cancer || id:ieu-b-85,LMBR1L_Breast_Mammary_Tissue,Wald ratio,1,-0.190165294,0.043525571,1.25E-05,-0.275475413,-0.104855174,0.826822454,0.759211098,0.900454923,5.19E-05,LMBR1L
ieu-b-85,Prostate cancer || id:ieu-b-85,SEC61A2_Stomach,Wald ratio,1,-0.088653453,0.029186322,0.002385494,-0.145858643,-0.031448262,0.915162666,0.864279866,0.969041092,0.006789004,SEC61A2
ieu-b-85,Prostate cancer || id:ieu-b-85,NSUN4_Adipose_Subcutaneous,Wald ratio,1,-0.214575871,0.048047523,7.97E-06,-0.308749017,-0.120402726,0.80688359,0.73436506,0.886563323,3.88E-05,NSUN4
ieu-b-85,Prostate cancer || id:ieu-b-85,BRI3_Adipose_Subcutaneous,Wald ratio,1,-0.246983196,0.04736664,1.85E-07,-0.339821811,-0.154144581,0.78115382,0.711897164,0.857148085,1.64E-06,BRI3
ieu-b-85,Prostate cancer || id:ieu-b-85,CENPN_Thyroid,Wald ratio,1,0.091852824,0.03111144,0.003153336,0.030874401,0.152831247,1.096203475,1.031355958,1.165128343,0.008835827,CENPN
ieu-b-85,Prostate cancer || id:ieu-b-85,PFKM_Skin_Not_Sun_Exposed_Suprapubic,Wald ratio,1,-0.151295882,0.032159511,2.54E-06,-0.214328524,-0.08826324,0.859593323,0.807083195,0.915519843,1.52E-05,PFKM
ieu-b-85,Prostate cancer || id:ieu-b-85,ZNF23_Adipose_Visceral_Omentum,Wald ratio,1,0.089712535,0.027554564,0.001130678,0.035705589,0.143719482,1.093859793,1.036350689,1.154560188,0.003395149,ZNF23
ieu-b-85,Prostate cancer || id:ieu-b-85,ZNF23_Muscle_Skeletal,Wald ratio,1,0.092346926,0.031611063,0.003485199,0.030389242,0.15430461,1.096745246,1.030855709,1.166846266,0.009715773,ZNF23
ieu-b-85,Prostate cancer || id:ieu-b-85,SLC39A13_Adipose_Visceral_Omentum,Wald ratio,1,-0.184634005,0.053105433,0.000507542,-0.288720653,-0.080547356,0.83140852,0.749221469,0.922611211,0.001691806,SLC39A13
ieu-b-85,Prostate cancer || id:ieu-b-85,GGCX_Cells_Cultured_fibroblasts,Wald ratio,1,-0.372085209,0.039530965,4.84E-21,-0.449565901,-0.294604517,0.689295506,0.637905006,0.744826095,2.51E-19,GGCX
ieu-b-85,Prostate cancer || id:ieu-b-85,ZNF23_Adrenal_Gland,Wald ratio,1,0.10151953,0.031180998,0.001130678,0.040404773,0.162634287,1.106851535,1.041232151,1.176606311,0.003395149,ZNF23
ieu-b-85,Prostate cancer || id:ieu-b-85,SUPT4H1_Nerve_Tibial,Wald ratio,1,0.257921442,0.06146726,2.72E-05,0.137445614,0.378397271,1.294237143,1.147339305,1.459942821,0.000107643,SUPT4H1
ieu-b-85,Prostate cancer || id:ieu-b-85,UQCC1_Heart_Atrial_Appendage,Wald ratio,1,0.232031764,0.052475848,9.79E-06,0.129179101,0.334884427,1.261159787,1.137893904,1.39777883,4.17E-05,UQCC1
ieu-b-85,Prostate cancer || id:ieu-b-85,ARFRP1_Whole_Blood,Wald ratio,1,-0.548961837,0.061845068,6.91E-19,-0.670178169,-0.427745504,0.57754909,0.511617415,0.651977319,2.60E-17,ARFRP1
ieu-b-85,Prostate cancer || id:ieu-b-85,METTL10_Colon_Sigmoid,Wald ratio,1,0.061360024,0.024544009,0.012419331,0.013253765,0.109466282,1.063281652,1.013341986,1.115682452,0.030216675,METTL10
ieu-b-85,Prostate cancer || id:ieu-b-85,CDK5RAP3_Cells_Cultured_fibroblasts,Wald ratio,1,-0.085942021,0.023845185,0.000313156,-0.132678584,-0.039205459,0.917647434,0.875746526,0.96155313,0.001060062,CDK5RAP3
ieu-b-85,Prostate cancer || id:ieu-b-85,CDK5RAP3_Adrenal_Gland,Wald ratio,1,-0.086884457,0.031412073,0.005675594,-0.14845212,-0.025316794,0.916783017,0.862041281,0.975000989,0.014942989,CDK5RAP3
ieu-b-85,Prostate cancer || id:ieu-b-85,MLPH_Testis,Wald ratio,1,-0.211354591,0.05848087,0.000301415,-0.325977096,-0.096732086,0.809486979,0.72182172,0.907799186,0.001023496,MLPH
ieu-b-85,Prostate cancer || id:ieu-b-85,KANSL1_Colon_Transverse,Wald ratio,1,-0.044036635,0.017572311,0.01220973,-0.078478365,-0.009594905,0.9569189,0.924522062,0.990450979,0.029894634,KANSL1
ieu-b-85,Prostate cancer || id:ieu-b-85,ZNF23_Adipose_Subcutaneous,Wald ratio,1,0.081453124,0.025017745,0.001130678,0.032418343,0.130487904,1.084862362,1.032949542,1.139384158,0.003395149,ZNF23
ieu-b-85,Prostate cancer || id:ieu-b-85,SETD9_Esophagus_Mucosa,Wald ratio,1,0.020315189,0.008414127,0.015760525,0.0038235,0.036806877,1.020522947,1.003830819,1.037492638,0.034495929,SETD9
ieu-b-85,Prostate cancer || id:ieu-b-85,CASP8_Muscle_Skeletal,Wald ratio,1,0.120092043,0.022954656,1.68E-07,0.075100917,0.165083169,1.127600634,1.077992933,1.179491211,1.64E-06,CASP8
ieu-b-85,Prostate cancer || id:ieu-b-85,METTL10_Colon_Transverse,Wald ratio,1,0.06408309,0.019224927,0.000858121,0.026402233,0.101763946,1.066180984,1.02675386,1.107122101,0.002742966,METTL10
ieu-b-85,Prostate cancer || id:ieu-b-85,SLC39A13_Adipose_Subcutaneous,Wald ratio,1,-0.161512436,0.048737086,0.000919868,-0.257037125,-0.065987748,0.85085595,0.773339503,0.936142334,0.002931743,SLC39A13
ieu-b-85,Prostate cancer || id:ieu-b-85,SUPT4H1_Heart_Atrial_Appendage,Wald ratio,1,0.257865733,0.057978377,8.68E-06,0.144228115,0.371503352,1.294165043,1.155147584,1.449912706,3.91E-05,SUPT4H1
ieu-b-85,Prostate cancer || id:ieu-b-85,GCAT_Muscle_Skeletal,Wald ratio,1,-0.082309023,0.03241373,0.011106633,-0.145839934,-0.018778112,0.920987308,0.864296036,0.981397099,0.027639794,GCAT
ieu-b-85,Prostate cancer || id:ieu-b-85,WDPCP_Adipose_Visceral_Omentum,Wald ratio,1,0.230886787,0.03593408,1.32E-10,0.160455991,0.301317583,1.259716615,1.174046104,1.351638531,1.99E-09,WDPCP
ieu-b-85,Prostate cancer || id:ieu-b-85,NSUN4_Artery_Aorta,Wald ratio,1,-0.155695773,0.034729132,7.36E-06,-0.223764872,-0.087626674,0.855819514,0.799503098,0.916102818,3.63E-05,NSUN4
ieu-b-85,Prostate cancer || id:ieu-b-85,METTL10_Brain_Amygdala,Wald ratio,1,0.045808714,0.018154605,0.011627378,0.010225687,0.08139174,1.046874139,1.010278148,1.084795772,0.028804187,METTL10
ieu-b-85,Prostate cancer || id:ieu-b-85,CDK5RAP3_Ovary,Wald ratio,1,-0.092914722,0.035638524,0.009130126,-0.162766228,-0.023063216,0.911271208,0.849789822,0.977200707,0.02355439,CDK5RAP3
ieu-b-85,Prostate cancer || id:ieu-b-85,UQCC1_Nerve_Tibial,Wald ratio,1,0.185772047,0.037336539,6.50E-07,0.112592431,0.258951663,1.20414774,1.119175698,1.295571179,4.89E-06,UQCC1
ieu-b-85,Prostate cancer || id:ieu-b-85,WTAP_Skin_Not_Sun_Exposed_Suprapubic,Wald ratio,1,-0.204909563,0.042126481,1.15E-06,-0.287477466,-0.12234166,0.814720994,0.75015347,0.884846,7.69E-06,WTAP
ieu-b-85,Prostate cancer || id:ieu-b-85,CASP8_Small_Intestine_Terminal_Ileum,Wald ratio,1,0.1774377,0.033915831,1.68E-07,0.110962672,0.243912729,1.19415366,1.117353197,1.276232947,1.64E-06,CASP8
ieu-b-85,Prostate cancer || id:ieu-b-85,UQCC1_Adipose_Subcutaneous,Wald ratio,1,0.124047703,0.024393074,3.67E-07,0.076237279,0.171858128,1.132069873,1.07921862,1.187509346,2.84E-06,UQCC1
ieu-b-85,Prostate cancer || id:ieu-b-85,LMBR1L_Thyroid,Wald ratio,1,-0.189921568,0.04597525,3.61E-05,-0.280033058,-0.099810078,0.827023996,0.755758757,0.905009282,0.000135319,LMBR1L
ieu-b-85,Prostate cancer || id:ieu-b-85,NIN_Brain_Cerebellum,Wald ratio,1,0.069399046,0.023772049,0.003507567,0.02280583,0.115992263,1.071863847,1.023067871,1.122987183,0.009753184,NIN
ieu-b-85,Prostate cancer || id:ieu-b-85,KANSL1_Brain_Cerebellar_Hemisphere,Wald ratio,1,-0.040871747,0.016309399,0.01220973,-0.072838169,-0.008905325,0.959952239,0.92975128,0.99113421,0.029894634,KANSL1
ieu-b-85,Prostate cancer || id:ieu-b-85,NSUN4_Pancreas,Wald ratio,1,-0.114527722,0.025947687,1.02E-05,-0.165385189,-0.063670256,0.891787216,0.847567168,0.938314352,4.24E-05,NSUN4
ieu-b-85,Prostate cancer || id:ieu-b-85,CREB3L4_Nerve_Tibial,Wald ratio,1,0.063178331,0.01821565,0.000523656,0.027475657,0.098881006,1.065216784,1.027856593,1.10393493,0.001729652,CREB3L4
ieu-b-85,Prostate cancer || id:ieu-b-85,CREB3L4_Esophagus_Gastroesophageal_Junction,Wald ratio,1,0.108272788,0.029495001,0.000241711,0.050462586,0.166082989,1.114351685,1.051757512,1.180671081,0.000849887,CREB3L4
ieu-b-85,Prostate cancer || id:ieu-b-85,BRI3_Liver,Wald ratio,1,0.069001908,0.011500318,1.97E-09,0.046461285,0.091542531,1.071438253,1.047557522,1.095863384,2.76E-08,BRI3
ieu-b-85,Prostate cancer || id:ieu-b-85,CDK5RAP3_Pituitary,Wald ratio,1,-0.090848751,0.034846096,0.009130126,-0.1591471,-0.022550402,0.913155814,0.852870892,0.977701957,0.02355439,CDK5RAP3
ieu-b-85,Prostate cancer || id:ieu-b-85,SUPT4H1_Muscle_Skeletal,Wald ratio,1,0.176070277,0.039587536,8.68E-06,0.098478708,0.253661847,1.192521863,1.103490908,1.288735941,3.91E-05,SUPT4H1
ieu-b-85,Prostate cancer || id:ieu-b-85,WDPCP_Testis,Wald ratio,1,0.197465908,0.027523611,7.26E-13,0.14351963,0.251412185,1.218311529,1.15432947,1.285839979,1.47E-11,WDPCP
ieu-b-85,Prostate cancer || id:ieu-b-85,SEC61A2_Brain_Hippocampus,Wald ratio,1,-0.116606177,0.038868726,0.002699796,-0.19278888,-0.040423475,0.889935601,0.824656057,0.960382655,0.007604077,SEC61A2
ieu-b-85,Prostate cancer || id:ieu-b-85,MPHOSPH6_Pituitary,Wald ratio,1,0.069604301,0.014826028,2.67E-06,0.040545286,0.098663317,1.072083875,1.041378468,1.103694641,1.57E-05,MPHOSPH6
ieu-b-85,Prostate cancer || id:ieu-b-85,NOL10_Brain_Nucleus_accumbens_basal_ganglia,Wald ratio,1,-0.106094889,0.017857556,2.83E-09,-0.141095698,-0.07109408,0.899339307,0.868406203,0.931374264,3.67E-08,NOL10
ieu-b-85,Prostate cancer || id:ieu-b-85,B3GAT1_Esophagus_Muscularis,Wald ratio,1,-0.126721263,0.026830235,2.32E-06,-0.179308523,-0.074134003,0.8809792,0.835847981,0.928547258,1.41E-05,B3GAT1
ieu-b-85,Prostate cancer || id:ieu-b-85,LMBR1L_Artery_Aorta,Wald ratio,1,-0.254699462,0.061656354,3.61E-05,-0.375545916,-0.133853008,0.775149425,0.686914179,0.874718632,0.000135319,LMBR1L
ieu-b-85,Prostate cancer || id:ieu-b-85,GGCX_Brain_Frontal_Cortex_BA9,Wald ratio,1,-0.117729762,0.012205579,5.13E-22,-0.141652697,-0.093806827,0.888936244,0.867922636,0.910458621,3.73E-20,GGCX
ieu-b-85,Prostate cancer || id:ieu-b-85,PRKAR1B_Testis,Wald ratio,1,-0.116187074,0.025874637,7.11E-06,-0.166901363,-0.065472784,0.890308654,0.846283082,0.936624537,3.52E-05,PRKAR1B
ieu-b-85,Prostate cancer || id:ieu-b-85,MLPH_Lung,Wald ratio,1,-0.113926093,0.047119574,0.015614304,-0.206280458,-0.021571728,0.892323902,0.813604862,0.978659277,0.034495929,MLPH
ieu-b-85,Prostate cancer || id:ieu-b-85,SETD9_Artery_Aorta,Wald ratio,1,0.021351689,0.008843424,0.015760525,0.004018579,0.0386848,1.021581268,1.004026664,1.039442799,0.034495929,SETD9
ieu-b-85,Prostate cancer || id:ieu-b-85,MPHOSPH6_Brain_Hippocampus,Wald ratio,1,0.151514649,0.031164939,1.16E-06,0.090431369,0.212597929,1.163595347,1.094646379,1.236887235,7.69E-06,MPHOSPH6
ieu-b-85,Prostate cancer || id:ieu-b-85,UQCC1_Skin_Sun_Exposed_Lower_leg,Wald ratio,1,0.102695699,0.020792709,7.85E-07,0.061941988,0.143449409,1.108154145,1.063900624,1.154248415,5.59E-06,UQCC1
ieu-b-85,Prostate cancer || id:ieu-b-85,GTF2A2_Testis,Wald ratio,1,0.272656564,0.071796713,0.000146093,0.131935007,0.413378121,1.313449081,1.141034157,1.511916605,0.000525548,GTF2A2
ieu-b-85,Prostate cancer || id:ieu-b-85,KANSL1_Brain_Cerebellum,Wald ratio,1,-0.044265114,0.017663483,0.01220973,-0.078885541,-0.009644687,0.956700289,0.924145696,0.990401673,0.029894634,KANSL1
ieu-b-85,Prostate cancer || id:ieu-b-85,GCAT_Adipose_Subcutaneous,Wald ratio,1,-0.068908863,0.026480262,0.009260817,-0.120810176,-0.01700755,0.933411745,0.886202166,0.983136262,0.023751273,GCAT
ieu-b-85,Prostate cancer || id:ieu-b-85,WDPCP_Pituitary,Wald ratio,1,0.205113425,0.022336708,4.20E-20,0.161333477,0.248893372,1.227664305,1.175076765,1.282605264,1.70E-18,WDPCP
ieu-b-85,Prostate cancer || id:ieu-b-85,SUPT4H1_Skin_Not_Sun_Exposed_Suprapubic,Wald ratio,1,0.187255405,0.042102393,8.68E-06,0.104734715,0.269776095,1.205935248,1.110415994,1.309671177,3.91E-05,SUPT4H1
ieu-b-85,Prostate cancer || id:ieu-b-85,SETD9_Muscle_Skeletal,Wald ratio,1,0.024129362,0.009993878,0.015760525,0.004541362,0.043717362,1.024422831,1.00455169,1.044687045,0.034495929,SETD9
ieu-b-85,Prostate cancer || id:ieu-b-85,ZNF23_Colon_Sigmoid,Wald ratio,1,0.072032023,0.022124121,0.001130678,0.028668745,0.115395301,1.074689759,1.029083649,1.122317003,0.003395149,ZNF23
ieu-b-85,Prostate cancer || id:ieu-b-85,TSPO_Skin_Sun_Exposed_Lower_leg,Wald ratio,1,-0.36800843,0.066839138,3.67E-08,-0.49901314,-0.237003719,0.692111347,0.607129516,0.788988353,4.40E-07,TSPO
ieu-b-85,Prostate cancer || id:ieu-b-85,METTL10_Artery_Tibial,Wald ratio,1,0.073681844,0.020231286,0.000270554,0.034028524,0.113335165,1.076464268,1.034614117,1.120007257,0.000945205,METTL10
ieu-b-85,Prostate cancer || id:ieu-b-85,CREB3L4_Colon_Sigmoid,Wald ratio,1,0.108036891,0.029738378,0.000280241,0.049749671,0.166324111,1.114088844,1.051007965,1.1809558,0.000972812,CREB3L4
ieu-b-85,Prostate cancer || id:ieu-b-85,GCAT_Brain_Spinal_cord_cervical_c-1,Wald ratio,1,-0.041371634,0.016292369,0.011106633,-0.073304678,-0.009438591,0.959472491,0.929317644,0.990605813,0.027639794,GCAT
ieu-b-85,Prostate cancer || id:ieu-b-85,CASP8_Esophagus_Mucosa,Wald ratio,1,0.110002519,0.021075249,1.79E-07,0.068695031,0.151310007,1.116280882,1.071109504,1.163357251,1.64E-06,CASP8
ieu-b-85,Prostate cancer || id:ieu-b-85,VPS53_Muscle_Skeletal,Wald ratio,1,-0.094482056,0.028727652,0.001005837,-0.150788255,-0.038175858,0.90984406,0.860029787,0.962543655,0.003196392,VPS53
ieu-b-85,Prostate cancer || id:ieu-b-85,UQCC1_Whole_Blood,Wald ratio,1,0.17374836,0.036052785,1.44E-06,0.103084902,0.244411818,1.189756138,1.108585526,1.276870061,9.24E-06,UQCC1
ieu-b-85,Prostate cancer || id:ieu-b-85,GGCX_Colon_Sigmoid,Wald ratio,1,-0.091125737,0.027194592,0.00080556,-0.144427136,-0.037824337,0.912902918,0.865517975,0.962882069,0.002582531,GGCX
ieu-b-85,Prostate cancer || id:ieu-b-85,ZNF23_Artery_Aorta,Wald ratio,1,0.072977291,0.022414454,0.001130678,0.029044962,0.11690962,1.075706108,1.02947088,1.124017837,0.003395149,ZNF23
ieu-b-85,Prostate cancer || id:ieu-b-85,MPHOSPH6_Brain_Caudate_basal_ganglia,Wald ratio,1,0.10680364,0.020367206,1.57E-07,0.066883917,0.146723364,1.11271574,1.069171358,1.158033565,1.64E-06,MPHOSPH6
ieu-b-85,Prostate cancer || id:ieu-b-85,NSUN4_Spleen,Wald ratio,1,0.074864167,0.016636482,6.80E-06,0.042256663,0.107471671,1.077737748,1.043162186,1.113459317,3.46E-05,NSUN4
ieu-b-85,Prostate cancer || id:ieu-b-85,METTL10_Small_Intestine_Terminal_Ileum,Wald ratio,1,0.059216648,0.017569775,0.000750672,0.02477989,0.093653407,1.061005081,1.025089463,1.098179059,0.00242799,METTL10
ieu-b-85,Prostate cancer || id:ieu-b-85,GGCX_Spleen,Wald ratio,1,-0.117565928,0.012624529,1.25E-20,-0.142310005,-0.092821851,0.889081895,0.867352331,0.911355843,5.67E-19,GGCX
ieu-b-85,Prostate cancer || id:ieu-b-85,B3GAT1_Lung,Wald ratio,1,-0.095714752,0.018337873,1.79E-07,-0.131656983,-0.059772521,0.90872319,0.876641646,0.94197879,1.64E-06,B3GAT1
ieu-b-85,Prostate cancer || id:ieu-b-85,METTL10_Brain_Anterior_cingulate_cortex_BA24,Wald ratio,1,0.05614184,0.022249761,0.011627378,0.012532307,0.099751372,1.057747704,1.012611166,1.104896176,0.028804187,METTL10
ieu-b-85,Prostate cancer || id:ieu-b-85,CENPN_Skin_Not_Sun_Exposed_Suprapubic,Wald ratio,1,0.112204429,0.038004726,0.003153336,0.037715166,0.186693692,1.118741541,1.038435409,1.205258049,0.008835827,CENPN
ieu-b-85,Prostate cancer || id:ieu-b-85,SUPT4H1_Esophagus_Mucosa,Wald ratio,1,0.198322599,0.047263797,2.72E-05,0.105685557,0.29095964,1.219355693,1.111472327,1.337710593,0.000107643,SUPT4H1
ieu-b-85,Prostate cancer || id:ieu-b-85,SEC61A2_Spleen,Wald ratio,1,-0.054909856,0.018303285,0.002699796,-0.090784296,-0.019035417,0.946570471,0.913214674,0.981144613,0.007604077,SEC61A2
ieu-b-85,Prostate cancer || id:ieu-b-85,SETD9_Small_Intestine_Terminal_Ileum,Wald ratio,1,0.022144185,0.009171659,0.015760525,0.004167734,0.040120636,1.022391187,1.004176431,1.040936341,0.034495929,SETD9
ieu-b-85,Prostate cancer || id:ieu-b-85,CREB3L4_Muscle_Skeletal,Wald ratio,1,0.114193876,0.033412282,0.000631477,0.048705803,0.179681949,1.120969433,1.049911424,1.196836647,0.002079486,CREB3L4
ieu-b-85,Prostate cancer || id:ieu-b-85,ZNF23_Artery_Tibial,Wald ratio,1,0.067471865,0.022919832,0.003241883,0.022548994,0.112394736,1.069800161,1.022805145,1.118954465,0.009060646,ZNF23
ieu-b-85,Prostate cancer || id:ieu-b-85,SETD9_Brain_Hippocampus,Wald ratio,1,0.032193289,0.011368255,0.004627834,0.009911509,0.054475068,1.032717098,1.00996079,1.055986149,0.012384203,SETD9
ieu-b-85,Prostate cancer || id:ieu-b-85,ASTN2_Artery_Aorta,Wald ratio,1,0.073927438,0.028981521,0.010746135,0.017123658,0.130731219,1.076728673,1.017271108,1.13966142,0.027051471,ASTN2
ieu-b-85,Prostate cancer || id:ieu-b-85,MLPH_Thyroid,Wald ratio,1,-0.122519752,0.018647866,5.03E-11,-0.15906957,-0.085969934,0.88468843,0.852937018,0.91762182,7.94E-10,MLPH
ieu-b-85,Prostate cancer || id:ieu-b-85,MPHOSPH6_Spleen,Wald ratio,1,0.05625316,0.013150089,1.89E-05,0.030478985,0.082027335,1.057865459,1.030948224,1.085485481,7.62E-05,MPHOSPH6
ieu-b-85,Prostate cancer || id:ieu-b-85,SETD9_Lung,Wald ratio,1,0.024364744,0.010091368,0.015760525,0.004585663,0.044143825,1.02466399,1.004596193,1.04513266,0.034495929,SETD9
ieu-b-85,Prostate cancer || id:ieu-b-85,NOSIP_Skin_Not_Sun_Exposed_Suprapubic,Wald ratio,1,0.133631089,0.053811177,0.013015923,0.028161182,0.239100995,1.142971087,1.028561457,1.270106804,0.030976759,NOSIP
ieu-b-85,Prostate cancer || id:ieu-b-85,SEC61A2_Nerve_Tibial,Wald ratio,1,-0.045468042,0.018790364,0.015531049,-0.082297157,-0.008638928,0.955550139,0.920998237,0.99139828,0.034495929,SEC61A2
ieu-b-85,Prostate cancer || id:ieu-b-85,WDPCP_Breast_Mammary_Tissue,Wald ratio,1,0.169889775,0.027845654,1.05E-09,0.115312294,0.224467256,1.185174208,1.122223846,1.251655727,1.51E-08,WDPCP
ieu-b-85,Prostate cancer || id:ieu-b-85,GCAT_Artery_Aorta,Wald ratio,1,-0.064402877,0.025077226,0.010223352,-0.113554241,-0.015251513,0.937627175,0.892655777,0.984864202,0.02585488,GCAT
ieu-b-85,Prostate cancer || id:ieu-b-85,LMBR1L_Skin_Sun_Exposed_Lower_leg,Wald ratio,1,-0.256816365,0.062168803,3.61E-05,-0.378667219,-0.134965511,0.773510244,0.684773454,0.873746046,0.000135319,LMBR1L
ieu-b-85,Prostate cancer || id:ieu-b-85,TSPO_Uterus,Wald ratio,1,-0.117314302,0.021915859,8.65E-08,-0.160269385,-0.074359219,0.889305639,0.851914265,0.928338157,9.34E-07,TSPO
ieu-b-85,Prostate cancer || id:ieu-b-85,NSUN4_Brain_Cerebellar_Hemisphere,Wald ratio,1,0.069138861,0.015664273,1.02E-05,0.038436886,0.099840837,1.071585,1.039185139,1.104995029,4.24E-05,NSUN4
ieu-b-85,Prostate cancer || id:ieu-b-85,KANSL1_Cells_Cultured_fibroblasts,Wald ratio,1,-0.092386549,0.036865786,0.01220973,-0.16464349,-0.020129608,0.911752644,0.84819604,0.98007164,0.029894634,KANSL1
ieu-b-85,Prostate cancer || id:ieu-b-85,CASP8_Skin_Not_Sun_Exposed_Suprapubic,Wald ratio,1,0.063387311,0.012144298,1.79E-07,0.039584487,0.087190135,1.065439416,1.040378394,1.091104117,1.64E-06,CASP8
ieu-b-85,Prostate cancer || id:ieu-b-85,ZNF23_Heart_Left_Ventricle,Wald ratio,1,0.107203706,0.032926853,0.001130678,0.042667075,0.171740337,1.113160989,1.0435904,1.187369478,0.003395149,ZNF23
ieu-b-85,Prostate cancer || id:ieu-b-85,MPHOSPH6_Skin_Not_Sun_Exposed_Suprapubic,Wald ratio,1,0.223200904,0.044271254,4.61E-07,0.136429247,0.309972561,1.250071693,1.146173779,1.363387704,3.54E-06,MPHOSPH6
ieu-b-85,Prostate cancer || id:ieu-b-85,SETD9_Stomach,Wald ratio,1,0.023720593,0.009824574,0.015760525,0.004464428,0.042976757,1.024004164,1.004474408,1.043913631,0.034495929,SETD9
ieu-b-85,Prostate cancer || id:ieu-b-85,PNPO_Artery_Aorta,Wald ratio,1,0.106218348,0.042566904,0.012584107,0.022787217,0.189649479,1.112064667,1.023048829,1.208825805,0.030346629,PNPO
ieu-b-85,Prostate cancer || id:ieu-b-85,KANSL1_Esophagus_Mucosa,Wald ratio,1,-0.07660712,0.027056983,0.004635555,-0.129638806,-0.023575434,0.926253689,0.878412651,0.976700296,0.012384203,KANSL1
ieu-b-85,Prostate cancer || id:ieu-b-85,METTL10_Artery_Aorta,Wald ratio,1,0.055326094,0.017236206,0.00132792,0.02154313,0.089109058,1.056885203,1.021776859,1.093199872,0.003933241,METTL10
ieu-b-85,Prostate cancer || id:ieu-b-85,PRKAR1B_Stomach,Wald ratio,1,-0.091392831,0.020353007,7.11E-06,-0.131284725,-0.051500936,0.91265912,0.876968044,0.949802761,3.52E-05,PRKAR1B
ieu-b-85,Prostate cancer || id:ieu-b-85,BRI3_Cells_Cultured_fibroblasts,Wald ratio,1,-0.161824162,0.02068626,5.17E-15,-0.202369231,-0.121279092,0.850590758,0.816793287,0.885786709,1.44E-13,BRI3
ieu-b-85,Prostate cancer || id:ieu-b-85,GGCX_Brain_Nucleus_accumbens_basal_ganglia,Wald ratio,1,-0.156796716,0.015503054,4.79E-24,-0.187182703,-0.126410729,0.854877824,0.829292209,0.881252816,4.57E-22,GGCX
ieu-b-85,Prostate cancer || id:ieu-b-85,SETD9_Brain_Cerebellum,Wald ratio,1,0.023557126,0.009756869,0.015760525,0.004433662,0.04268059,1.023836787,1.004443505,1.043604504,0.034495929,SETD9
ieu-b-85,Prostate cancer || id:ieu-b-85,CENPN_Colon_Sigmoid,Wald ratio,1,0.087686161,0.033426056,0.008708571,0.022171091,0.153201232,1.091645468,1.022418696,1.165559503,0.022654754,CENPN
ieu-b-85,Prostate cancer || id:ieu-b-85,HKR1_Artery_Tibial,Wald ratio,1,0.131570433,0.038824062,0.000701764,0.055475271,0.207665595,1.140618242,1.057042877,1.230801515,0.002303986,HKR1
ieu-b-85,Prostate cancer || id:ieu-b-85,NSUN4_Muscle_Skeletal,Wald ratio,1,-0.085699075,0.019044239,6.80E-06,-0.123025783,-0.048372367,0.9178704,0.884240864,0.952778938,3.46E-05,NSUN4
ieu-b-85,Prostate cancer || id:ieu-b-85,MLPH_Brain_Putamen_basal_ganglia,Wald ratio,1,-0.197505838,0.083170324,0.017562492,-0.360519672,-0.034492003,0.820775349,0.697313857,0.966096066,0.038133698,MLPH
ieu-b-85,Prostate cancer || id:ieu-b-85,WTAP_Spleen,Wald ratio,1,-0.08006062,0.016459321,1.15E-06,-0.112320888,-0.047800352,0.923060389,0.893757415,0.953324098,7.69E-06,WTAP
ieu-b-85,Prostate cancer || id:ieu-b-85,WTAP_Colon_Transverse,Wald ratio,1,-0.138399759,0.028453015,1.15E-06,-0.194167669,-0.08263185,0.870750531,0.823519814,0.920690037,7.69E-06,WTAP
ieu-b-85,Prostate cancer || id:ieu-b-85,METTL10_Adrenal_Gland,Wald ratio,1,0.073369355,0.017679363,3.32E-05,0.038717804,0.108020906,1.076127937,1.039477106,1.114071036,0.00012851,METTL10
ieu-b-85,Prostate cancer || id:ieu-b-85,SLC39A13_Nerve_Tibial,Wald ratio,1,-0.137776041,0.042016807,0.001041499,-0.220128982,-0.055423099,0.871293804,0.802415294,0.946084775,0.003281022,SLC39A13
ieu-b-85,Prostate cancer || id:ieu-b-85,SEC61A2_Breast_Mammary_Tissue,Wald ratio,1,-0.090430366,0.036537522,0.013323618,-0.162043909,-0.018816824,0.913537945,0.850403863,0.981359108,0.031571181,SEC61A2
ieu-b-85,Prostate cancer || id:ieu-b-85,TPM3_Whole_Blood,Wald ratio,1,0.457426147,0.070700876,9.81E-11,0.318852431,0.595999864,1.580002055,1.375548322,1.814844635,1.51E-09,TPM3
ieu-b-85,Prostate cancer || id:ieu-b-85,SETD9_Brain_Frontal_Cortex_BA9,Wald ratio,1,0.027650416,0.011452225,0.015760525,0.005204056,0.050096776,1.028036237,1.005217621,1.05137284,0.034495929,SETD9
ieu-b-85,Prostate cancer || id:ieu-b-85,SETD9_Brain_Cerebellar_Hemisphere,Wald ratio,1,0.02565521,0.009059496,0.004627834,0.007898598,0.043411822,1.025987137,1.007929874,1.0443679,0.012384203,SETD9
ieu-b-85,Prostate cancer || id:ieu-b-85,SUPT4H1_Brain_Cortex,Wald ratio,1,0.126949435,0.028543235,8.68E-06,0.071004695,0.182894175,1.135359607,1.073586266,1.200687339,3.91E-05,SUPT4H1
ieu-b-85,Prostate cancer || id:ieu-b-85,MPHOSPH6_Stomach,Wald ratio,1,0.084179166,0.018426315,4.91E-06,0.048063588,0.120294743,1.087823777,1.049237372,1.127829223,2.68E-05,MPHOSPH6
